category,goal,pledged,funded,blurb_adj,blurb_noun,blurb_verb,blurb_total,full_adj,full_noun,full_verb,full_total,train
Comics,80000,276,FALSE,0.083333333,0.166666667,0.125,24,0.071653898,0.191077062,0.164037855,2219,1
Music,2000,105,FALSE,0.15,0.3,0.1,20,0.079754601,0.165644172,0.144171779,326,1
Fashion,15000,1706,FALSE,0.272727273,0.181818182,0.090909091,11,0.101485149,0.168316832,0.141089109,404,0
Film & Video,15000,11172,FALSE,0.095238095,0.19047619,0.047619048,21,0.070214339,0.25203252,0.122690318,1353,0
Design,3000,4296.22,TRUE,0.25,0.1875,0.125,16,0.081364829,0.157480315,0.162729659,381,1
Film & Video,15000,12260,FALSE,0,0.153846154,0.153846154,26,0.067321178,0.137447405,0.131837307,713,1
Games,40000,12275.13,FALSE,0.25,0,0.0625,16,0.066126856,0.117408907,0.190283401,741,1
Food,1200,3521,TRUE,0.105263158,0.315789474,0.105263158,19,0.106518283,0.19554849,0.149443561,629,0
Food,789,818,TRUE,0.095238095,0.238095238,0.285714286,21,0.088785047,0.196261682,0.168224299,214,0
Art,12800,505,FALSE,0.055555556,0.055555556,0.166666667,18,0.064561404,0.161403509,0.153684211,1425,0
Crafts,500,1397,TRUE,0.12,0.16,0.2,25,0.089579525,0.195003047,0.163315052,1641,0
Comics,4500,4586,TRUE,0,0.210526316,0.157894737,19,0.074875208,0.173044925,0.153078203,601,1
Dance,1700,0,FALSE,0.166666667,0.166666667,0.055555556,18,0.057142857,0.182417582,0.138461538,455,0
Games,87500,2368,FALSE,0.15,0.2,0.05,20,0.065789474,0.188947368,0.169473684,1900,1
Theater,5000,935,FALSE,0.095238095,0.19047619,0.238095238,21,0.085106383,0.159574468,0.180851064,188,1
Food,100000,220,FALSE,0.25,0.25,0.1,20,0.096334586,0.189379699,0.169172932,2128,1
Design,25000,1032,FALSE,0,0.111111111,0.259259259,27,0.046692607,0.116731518,0.229571984,257,1
Film & Video,1000,1073,TRUE,0.090909091,0.272727273,0.136363636,22,0.056285178,0.193245779,0.198874296,533,0
Design,2500,12950.89,TRUE,0.076923077,0.153846154,0.307692308,13,0.078467153,0.169708029,0.175182482,548,1
Fashion,5000,0,FALSE,0,0.043478261,0.304347826,23,0.081632653,0.142857143,0.212244898,245,0
Art,500,0,FALSE,0.2,0.1,0.2,10,0.109375,0.13125,0.19375,320,1
Film & Video,425000,5,FALSE,0,0.15,0.15,20,0.01980198,0.059405941,0.093069307,505,0
Technology,800,570,FALSE,0.173913043,0.130434783,0.173913043,23,0.088607595,0.23628692,0.126582278,237,1
Film & Video,25000,8782,FALSE,0.133333333,0.266666667,0.066666667,15,0.068990043,0.147226174,0.157183499,1406,0
Food,2000,2790,TRUE,0.210526316,0.105263158,0.105263158,19,0.09009009,0.156156156,0.177177177,333,1
Technology,50000,63841.95,TRUE,0.142857143,0.428571429,0.214285714,14,0.096087852,0.164722032,0.138641043,1457,1
Film & Video,1300,0,FALSE,0,0.16,0.08,25,0.088068182,0.144886364,0.167613636,352,0
Music,12000,13423.28,TRUE,0,0.333333333,0.047619048,21,0.083032491,0.152827918,0.168471721,831,1
Film & Video,79000,82817.65,TRUE,0.041666667,0.083333333,0.125,24,0.092018779,0.149295775,0.146478873,1065,1
Design,25000,3,FALSE,0.227272727,0.272727273,0.136363636,22,0.07518797,0.165413534,0.157894737,266,1
Games,8000,5608,FALSE,0.047619048,0.047619048,0.238095238,21,0.077777778,0.143434343,0.098989899,990,1
Publishing,1500,5,FALSE,0.2,0.4,0,20,0.083333333,0.222222222,0.208333333,72,0
Games,6000,0,FALSE,0.05,0.1,0.25,20,0.092473118,0.135483871,0.16344086,465,1
Publishing,6700,2,FALSE,0.15,0.3,0.1,20,0.075268817,0.169354839,0.180107527,372,0
Comics,2000,768,FALSE,0.066666667,0.133333333,0.066666667,15,0.102040816,0.091836735,0.132653061,98,1
Art,3000,0,FALSE,0.19047619,0.19047619,0.19047619,21,0.093167702,0.201863354,0.130434783,322,0
Food,283,121,FALSE,0.047619048,0.238095238,0.142857143,21,0.087643678,0.175287356,0.155172414,696,0
Film & Video,5000,2,FALSE,0.071428571,0.142857143,0.142857143,14,0.083333333,0.270833333,0.104166667,48,1
Music,1000,55,FALSE,0,0.25,0.125,8,0.0625,0.21875,0.177083333,96,0
Technology,450,170,FALSE,0,0.25,0.125,24,0.068421053,0.142105263,0.194736842,380,1
Design,10000,330,FALSE,0.045454545,0.045454545,0.090909091,22,0.106382979,0.152209493,0.168576105,611,1
Games,12000,2844,FALSE,0.130434783,0.260869565,0.130434783,23,0.074853801,0.147368421,0.171929825,855,1
Technology,100000000,1,FALSE,0.041666667,0.291666667,0.125,24,0.086206897,0.172413793,0.24137931,58,1
Art,50000,1815,FALSE,0.105263158,0.263157895,0.052631579,19,0.039325843,0.162921348,0.174157303,178,1
Crafts,1000,0,FALSE,0.25,0.25,0,4,0.090909091,0.181818182,0.181818182,22,0
Food,2000,0,FALSE,0.15,0.2,0.15,20,0.100456621,0.196347032,0.196347032,219,0
Food,20000,100,FALSE,0.166666667,0,0,6,0.092081031,0.222836096,0.145488029,543,0
Film & Video,300,0,FALSE,0.2,0.3,0,10,0.117021277,0.207446809,0.132978723,188,0
Photography,5000,5786,TRUE,0.05,0.25,0.1,20,0.072041166,0.173241852,0.185248714,583,1
Photography,1000,0,FALSE,0.136363636,0.136363636,0.181818182,22,0.070539419,0.141078838,0.168049793,482,1
Publishing,2200,2360,TRUE,0.071428571,0.214285714,0.071428571,14,0.08490566,0.141509434,0.16509434,424,1
Photography,20000,9694,FALSE,0,0.3125,0.0625,16,0.065380493,0.156484459,0.175777063,933,0
Fashion,5000,215,FALSE,0.181818182,0.090909091,0.136363636,22,0.082474227,0.187628866,0.175257732,485,1
Technology,20000,70,FALSE,0,0.125,0,8,0.089285714,0.241071429,0.133928571,112,1
Film & Video,12900,270,FALSE,0.130434783,0.260869565,0.086956522,23,0.073453094,0.176047904,0.147704591,2505,0
Art,350,368,TRUE,0.090909091,0,0.181818182,11,0.107913669,0.151079137,0.179856115,139,0
Food,1500,70,FALSE,0.25,0.125,0.166666667,24,0.066473988,0.121387283,0.216763006,346,0
Food,3500,5000,TRUE,0.055555556,0,0.111111111,18,0.061688312,0.123376623,0.152597403,308,0
Music,8000,8149,TRUE,0,0.263157895,0.210526316,19,0.060810811,0.128378378,0.197635135,592,0
Games,20000,302,FALSE,0.1,0.15,0.25,20,0.082847141,0.159859977,0.158693116,857,1
Film & Video,3666,3727.01,TRUE,0.117647059,0.176470588,0.117647059,17,0.107526882,0.279569892,0.075268817,93,1
Comics,3000,367,FALSE,0.1,0.2,0.15,20,0.081081081,0.216216216,0.108108108,37,0
Publishing,1500,1035,FALSE,0,0,0,21,0.091168091,0.176638177,0.133903134,351,0
Music,4000,2821,FALSE,0.071428571,0.214285714,0.178571429,28,0.072232645,0.186679174,0.145403377,1066,1
Food,5000,7041,TRUE,0.157894737,0.368421053,0.052631579,19,0.078431373,0.196078431,0.181372549,204,0
Publishing,55000,10,FALSE,0.05,0.3,0.05,20,0.132653061,0.204081633,0.096938776,196,0
Photography,10000,1530,FALSE,0,0.238095238,0.19047619,21,0.071770335,0.172248804,0.150717703,418,0
Food,100000,0,FALSE,0.176470588,0.235294118,0.117647059,17,0.08308428,0.220561865,0.125523013,1673,0
Music,3000,75,FALSE,0.166666667,0,0.333333333,12,0.06741573,0.146067416,0.258426966,89,0
Games,100000,40246.5,FALSE,0.153846154,0.153846154,0,13,0.069186635,0.15761053,0.15119811,2963,0
Design,650,110,FALSE,0.090909091,0.090909091,0.090909091,11,0.056657224,0.141643059,0.220963173,353,0
Art,136,100,FALSE,0.230769231,0.307692308,0.153846154,13,0.067137809,0.141342756,0.159010601,283,1
Technology,80000,96396,TRUE,0.066666667,0.333333333,0,15,0.079928952,0.165186501,0.191829485,563,0
Food,10000,15284.2,TRUE,0.15,0.25,0.1,20,0.069415808,0.147079038,0.160824742,1455,0
Games,20000,2456,FALSE,0,0.052631579,0.105263158,19,0.058119658,0.174358974,0.217094017,585,0
Art,800,45,FALSE,0,0.173913043,0.173913043,23,0.053435115,0.167938931,0.18129771,524,1
Music,6000,0,FALSE,0.277777778,0.222222222,0.166666667,18,0.118811881,0.191419142,0.181518152,303,1
Food,500,0,FALSE,0.043478261,0.086956522,0.260869565,23,0.035874439,0.165919283,0.201793722,223,0
Crafts,500,990,TRUE,0,0.260869565,0.304347826,23,0.032945736,0.160852713,0.186046512,516,0
Fashion,10000,15,FALSE,0,0.454545455,0.090909091,11,0.092063492,0.13015873,0.193650794,315,0
Design,20000,180,FALSE,0.095238095,0.095238095,0.095238095,21,0.087529976,0.146282974,0.185851319,834,0
Film & Video,6000,6195,TRUE,0,0.3125,0.125,16,0.059310345,0.12137931,0.147586207,725,0
Food,20000,23140.74,TRUE,0.05,0.25,0.1,20,0.059748428,0.160377358,0.149371069,636,0
Film & Video,13000,17909,TRUE,0.090909091,0.090909091,0.181818182,22,0.048367594,0.1547763,0.169286578,827,0
Technology,200000,0,FALSE,0,0.238095238,0.095238095,21,0.048231511,0.192926045,0.15755627,311,0
Technology,47000,0,FALSE,0,0,0.25,8,0.045180723,0.138554217,0.213855422,332,1
Art,32000,3978.03,FALSE,0.125,0.1875,0.0625,16,0.019230769,0.134615385,0.115384615,52,0
Games,15000,18262.84,TRUE,0.125,0,0,8,0.066964286,0.123214286,0.154464286,1120,0
Games,5000,650,FALSE,0.142857143,0.142857143,0.047619048,21,0.116352201,0.15408805,0.141509434,318,0
Art,2000,0,FALSE,0.055555556,0.222222222,0.166666667,18,0.046296296,0.148148148,0.157407407,108,1
Food,300000,21,FALSE,0.105263158,0.368421053,0.105263158,19,0.080645161,0.233870968,0.153225806,248,1
Publishing,6000,14056,TRUE,0.05,0.15,0.15,20,0.075075075,0.15015015,0.137137137,999,1
Food,15000,4545,FALSE,0.052631579,0.157894737,0.210526316,19,0.035502959,0.136094675,0.25443787,169,1
Fashion,1000,624,FALSE,0,0.25,0.2,20,0.08994709,0.185185185,0.158730159,189,0
Music,6000,406,FALSE,0.2,0.2,0.2,5,0.066037736,0.113207547,0.216981132,212,0
Design,9500,18739.8,TRUE,0.095238095,0.142857143,0.095238095,21,0.058655222,0.118741059,0.143061516,699,1
Music,10000,0,FALSE,0,0,0.333333333,6,0.125,0.208333333,0.166666667,48,0
Film & Video,500,0,FALSE,0.04,0.2,0.16,25,0.049180328,0.131147541,0.233606557,244,0
Music,200,0,FALSE,0.095238095,0.285714286,0.095238095,21,0.062893082,0.188679245,0.13836478,159,0
Technology,15000,3927,FALSE,0.083333333,0.166666667,0.166666667,12,0.080078125,0.201171875,0.137695313,1024,1
Food,999,0,FALSE,0.05,0.4,0.2,20,0.032608696,0.173913043,0.25,92,0
Technology,36000,0,FALSE,0,0.142857143,0.214285714,14,0.111111111,0.217948718,0.166666667,234,1
Music,2500,858,FALSE,0.0625,0.25,0.25,16,0.048245614,0.201754386,0.188596491,228,1
Publishing,2500,161,FALSE,0.08,0.16,0.12,25,0.037037037,0.143518519,0.222222222,216,1
Film & Video,10000,1,FALSE,0.05,0.25,0.15,20,0.069243156,0.183574879,0.207729469,621,1
Food,10000,4016,FALSE,0.16,0.2,0.12,25,0.112903226,0.184331797,0.152073733,434,0
Music,10000,0,FALSE,0,0.035714286,0.321428571,28,0.082568807,0.155963303,0.19266055,218,0
Games,20000,58238,TRUE,0.125,0.125,0,8,0.078519856,0.141696751,0.157942238,1108,1
Publishing,1333,1490,TRUE,0.111111111,0.333333333,0,18,0.05,0.128431373,0.156862745,1020,1
Music,9000,1390,FALSE,0,0.4375,0,16,0.053278689,0.155737705,0.217213115,244,0
Crafts,500,970,TRUE,0.111111111,0.333333333,0.055555556,18,0.072796935,0.172413793,0.166666667,522,1
Film & Video,750,0,FALSE,0,0.3,0.1,20,0.056,0.184,0.176,125,0
Music,10000,3680,FALSE,0.071428571,0.214285714,0.142857143,28,0.062080537,0.156040268,0.162751678,596,1
Food,4000,6538,TRUE,0.285714286,0.142857143,0,7,0.096491228,0.173684211,0.149122807,570,1
Crafts,300,0,FALSE,0.157894737,0.157894737,0.263157895,19,0.090909091,0.163636364,0.2,55,1
Fashion,7000,0,FALSE,0.083333333,0.166666667,0.166666667,24,0.131313131,0.207070707,0.161616162,198,1
Publishing,650,0,FALSE,0.1,0.25,0.15,20,0.074712644,0.183908046,0.16954023,348,1
Film & Video,12000,183.33,FALSE,0.066666667,0.333333333,0.066666667,15,0.061643836,0.184931507,0.191780822,146,1
Music,3000,50,FALSE,0.076923077,0.192307692,0.153846154,26,0.061859314,0.178861789,0.201838105,2829,1
Games,8000,13082.4,TRUE,0.105263158,0.210526316,0.157894737,19,0.057522124,0.128318584,0.099557522,452,0
Art,5000,5537,TRUE,0.176470588,0.176470588,0.117647059,17,0.092128801,0.139534884,0.171735242,1118,1
Food,7500,0,FALSE,0.047619048,0.095238095,0.142857143,21,0.043243243,0.140540541,0.237837838,185,0
Design,75000,10561,FALSE,0.25,0.375,0.125,16,0.100890208,0.15727003,0.148367953,337,0
Food,37,0,FALSE,0.166666667,0.125,0.166666667,24,0.085714286,0.171428571,0.2,35,0
Publishing,10000,2565,FALSE,0,0.238095238,0.19047619,21,0.059907834,0.164362519,0.167434716,651,0
Journalism,20000,0,FALSE,0.153846154,0.153846154,0.076923077,13,0.086206897,0.137931034,0.16091954,174,0
Publishing,2000,66,FALSE,0.181818182,0.136363636,0.136363636,22,0.070987654,0.172839506,0.158950617,648,0
Design,3000,2490,FALSE,0.25,0.3,0,20,0.081632653,0.163265306,0.153061224,196,1
Music,55000,30,FALSE,0.032258065,0.161290323,0.225806452,31,0.071428571,0.166666667,0.166666667,42,1
Food,15000,18406,TRUE,0.090909091,0.136363636,0.090909091,22,0.063888889,0.155555556,0.222222222,360,1
Publishing,300,582,TRUE,0.0625,0.1875,0,16,0.046153846,0.179487179,0.179487179,195,0
Design,125000,295,FALSE,0.083333333,0.208333333,0.125,24,0.05106383,0.106382979,0.170212766,235,0
Design,15000,0,FALSE,0,0.272727273,0.090909091,11,0.093567251,0.203216374,0.147660819,684,0
Publishing,25000,27456.2,TRUE,0.1,0.2,0.15,20,0.061290323,0.14516129,0.193548387,310,0
Fashion,300,26,FALSE,0.047619048,0.095238095,0.142857143,21,0.040909091,0.163636364,0.15,220,0
Publishing,1100,0,FALSE,0.045454545,0.136363636,0.272727273,22,0.135802469,0.234567901,0.148148148,81,1
Games,1200,1043.65,FALSE,0.19047619,0.19047619,0.047619048,21,0.089385475,0.12849162,0.217877095,179,1
Publishing,1,0,FALSE,0,0.16,0.24,25,0.052287582,0.133986928,0.245098039,306,0
Publishing,100,0,FALSE,0.142857143,0.19047619,0.142857143,21,0.083333333,0.145833333,0.201388889,144,1
Theater,2012,2300.12,TRUE,0.047619048,0.095238095,0.142857143,21,0.086734694,0.142857143,0.198979592,196,1
Technology,49000,30,FALSE,0.076923077,0.076923077,0.153846154,26,0.050086356,0.147668394,0.16148532,1158,0
Technology,12000,8983,FALSE,0.333333333,0.166666667,0.055555556,18,0.083839611,0.15127582,0.174969623,1646,0
Film & Video,9000,12426,TRUE,0.090909091,0.272727273,0.090909091,22,0.069774175,0.147365373,0.110306891,3454,0
Food,40000,450,FALSE,0,0.05,0.15,20,0.081967213,0.168032787,0.151639344,244,0
Design,600,660,TRUE,0.1,0.2,0.05,20,0.056379822,0.18694362,0.166172107,337,1
Design,3300,4475,TRUE,0.181818182,0.318181818,0.136363636,22,0.092278719,0.165725047,0.169491525,531,1
Design,5000,96,FALSE,0.05,0.1,0.3,20,0.072700297,0.179525223,0.18694362,674,0
Design,25000,2060,FALSE,0,0.125,0.208333333,24,0.083221477,0.155704698,0.162416107,745,0
Fashion,15000,15708,TRUE,0.083333333,0.083333333,0.166666667,12,0.07971864,0.162954279,0.192262603,853,0
Film & Video,8500,8698,TRUE,0.105263158,0.210526316,0.157894737,19,0.091690544,0.154727794,0.126074499,349,0
Food,5900,0,FALSE,0.05,0.2,0.2,20,0.070539419,0.203319502,0.199170124,241,0
Music,5000,895,FALSE,0.083333333,0.125,0.208333333,24,0.063414634,0.104878049,0.2,410,1
Art,2000,2030.5,TRUE,0,0.222222222,0.166666667,18,0.038961039,0.194805195,0.168831169,154,1
Photography,2000,25,FALSE,0.05,0.1,0.15,20,0.065789474,0.162280702,0.188596491,228,0
Music,2500,201,FALSE,0.111111111,0.111111111,0.388888889,18,0.062184874,0.152941176,0.119327731,595,1
Film & Video,25000,4200,FALSE,0.157894737,0.052631579,0.052631579,19,0.079331942,0.192066806,0.150313152,479,1
Crafts,2000,38,FALSE,0.041666667,0.166666667,0.166666667,24,0.073684211,0.119298246,0.207017544,285,1
Film & Video,150000,46070,FALSE,0.166666667,0.166666667,0.055555556,18,0.065759637,0.151927438,0.172335601,882,0
Publishing,5000,24461.01,TRUE,0.157894737,0.157894737,0.157894737,19,0.057228916,0.128514056,0.157630522,996,0
Publishing,1000,1165,TRUE,0,0.133333333,0.133333333,15,0.050209205,0.150627615,0.20083682,239,1
Food,10,0,FALSE,0,0.181818182,0.227272727,22,0.068965517,0.310344828,0.206896552,29,1
Publishing,3000,124,FALSE,0,0.086956522,0.086956522,23,0.07079646,0.14159292,0.172566372,226,1
Design,28000,16099.69,FALSE,0,0,0,9,0.080763583,0.176211454,0.185022026,681,0
Design,120000,1695,FALSE,0,0,0.333333333,3,0.097222222,0.185185185,0.185185185,216,0
Publishing,500,30,FALSE,0.05,0.1,0,20,0.091428571,0.188571429,0.114285714,175,1
Food,10000,12602,TRUE,0,0.2,0.3,10,0.048063128,0.151362984,0.197274032,1394,0
Food,1000,0,FALSE,0.142857143,0.142857143,0.19047619,21,0.055555556,0.144444444,0.177777778,90,1
Food,10,0,FALSE,0,0.25,0.125,8,0.035087719,0.140350877,0.105263158,57,0
Publishing,4999,0,FALSE,0,0.210526316,0,19,0.06798419,0.168379447,0.183399209,1265,1
Film & Video,45500,47441,TRUE,0.090909091,0.318181818,0.090909091,22,0.053804766,0.154496541,0.159877018,1301,1
Crafts,150,0,FALSE,0.041666667,0.041666667,0.208333333,24,0.064705882,0.182352941,0.141176471,170,1
Design,2000,0,FALSE,0.153846154,0.153846154,0.153846154,13,0.07518797,0.15037594,0.218045113,133,1
Games,8000,435,FALSE,0.115384615,0.115384615,0.153846154,26,0.066176471,0.132352941,0.198529412,136,1
Crafts,1500,1669,TRUE,0.05,0.2,0.2,20,0.079418345,0.14541387,0.184563758,894,0
Publishing,20000,0,FALSE,0,0.125,0.208333333,24,0.063414634,0.136585366,0.2,205,1
Crafts,200,377,TRUE,0.166666667,0.416666667,0.166666667,12,0.078571429,0.157142857,0.15,140,1
Technology,1500,0,FALSE,0.1,0.35,0.05,20,0.102844639,0.107221007,0.15536105,457,0
Music,10000,0,FALSE,0.0625,0.375,0.125,16,0.047058824,0.1,0.147058824,170,0
Film & Video,80000,350,FALSE,0.133333333,0.533333333,0.133333333,15,0.042266187,0.186151079,0.209532374,1112,0
Publishing,3200,525,FALSE,0.142857143,0.238095238,0.095238095,21,0.074509804,0.170588235,0.188235294,510,1
Publishing,50000,0,FALSE,0,0,0,5,0.03525641,0.134615385,0.150641026,312,0
Games,57000,10,FALSE,0.142857143,0.238095238,0.142857143,21,0.073981712,0.157938487,0.164588529,1203,0
Film & Video,6000,1531,FALSE,0,0.16,0.16,25,0.053872054,0.218855219,0.154882155,297,0
Crafts,100,135,TRUE,0,0.166666667,0.333333333,6,0.072434608,0.173038229,0.215291751,497,1
Comics,1300,101,FALSE,0,0.25,0.0625,16,0.068681319,0.156593407,0.186813187,364,0
Film & Video,1100,165,FALSE,0,0.166666667,0.277777778,18,0.071017274,0.176583493,0.151631478,521,0
Food,40000,44376,TRUE,0,0.2,0.1,10,0.089285714,0.171130952,0.174107143,672,1
Games,15000,19610,TRUE,0.05,0.15,0.05,20,0.068169014,0.127887324,0.122253521,1775,1
Publishing,17800,25,FALSE,0.125,0,0,8,0.097883598,0.164021164,0.19047619,378,1
Games,12000,1241,FALSE,0.15,0.25,0.05,20,0.07918552,0.21040724,0.176470588,442,1
Comics,1000,22,FALSE,0.238095238,0.142857143,0.095238095,21,0.058823529,0.129411765,0.247058824,85,1
Journalism,10000,11200.11,TRUE,0.227272727,0.181818182,0.090909091,22,0.093548387,0.161290323,0.158064516,310,1
Film & Video,10000,4663,FALSE,0.055555556,0.222222222,0.111111111,18,0.06097561,0.158536585,0.152439024,164,1
Games,700,0,FALSE,0,0.142857143,0.19047619,21,0.042016807,0.12605042,0.176470588,119,1
Publishing,16500,2425,FALSE,0.04,0.24,0.12,25,0.062780269,0.215246637,0.152466368,446,0
Food,4000,70,FALSE,0.045454545,0.363636364,0.045454545,22,0.074550129,0.164524422,0.146529563,389,1
Film & Video,16000,19066,TRUE,0.076923077,0.153846154,0.076923077,26,0.085692996,0.16318927,0.180327869,1342,0
Art,8000,2195,FALSE,0,0.19047619,0.095238095,21,0.0875,0.14125,0.0975,800,0
Music,897,112,FALSE,0.105263158,0.052631579,0.157894737,19,0.091428571,0.145714286,0.16,350,0
Technology,5000,26,FALSE,0.285714286,0.285714286,0,7,0.126436782,0.206896552,0.137931034,87,1
Fashion,50,31,FALSE,0.08,0.12,0.24,25,0.083333333,0.083333333,0.333333333,12,1
Photography,12500,13321,TRUE,0.1,0.2,0.1,20,0.07544757,0.180306905,0.162404092,782,0
Games,20000,83,FALSE,0.166666667,0.208333333,0.125,24,0.09122807,0.149122807,0.171929825,570,1
Fashion,10000,0,FALSE,0.1,0.05,0.2,20,0.035928144,0.221556886,0.149700599,167,0
Film & Video,55000,10626,FALSE,0.090909091,0.136363636,0.090909091,22,0.075,0.175,0.19,600,1
Dance,5000,5025,TRUE,0.052631579,0.263157895,0.105263158,19,0.058219178,0.157534247,0.154109589,292,0
Food,18500,43572.29,TRUE,0.125,0.1875,0.0625,16,0.083838384,0.158585859,0.153535354,990,0
Publishing,1000,0,FALSE,0,0.304347826,0.086956522,23,0.064014225,0.149144254,0.171815959,4499,1
Technology,2500,26,FALSE,0.142857143,0.142857143,0.142857143,21,0.066242038,0.124840764,0.159235669,785,1
Music,3000,3131,TRUE,0.0625,0.0625,0.1875,16,0.071942446,0.151079137,0.194244604,139,0
Film & Video,6978,2579,FALSE,0.043478261,0.173913043,0.217391304,23,0.098191214,0.149870801,0.15503876,387,1
Games,17500,120,FALSE,0.105263158,0.157894737,0.157894737,19,0.064646465,0.141414141,0.175757576,495,1
Publishing,1000,50,FALSE,0.142857143,0.142857143,0.071428571,14,0.030864198,0.154320988,0.209876543,162,0
Art,4500,7882,TRUE,0.176470588,0.352941176,0,17,0.0390625,0.18359375,0.1484375,256,1
Games,7500,14028.01,TRUE,0.0625,0.1875,0,16,0.06557377,0.196721311,0.12412178,427,0
Technology,2000,3,FALSE,0.2,0.3,0.1,10,0.079575597,0.184350133,0.159151194,754,1
Publishing,6000,6743.22,TRUE,0.157894737,0.263157895,0.105263158,19,0.078451883,0.161087866,0.158995816,956,1
Food,3000,3316,TRUE,0,0.111111111,0.055555556,18,0.072681704,0.177944862,0.187969925,399,0
Technology,90000,610,FALSE,0.166666667,0.333333333,0.111111111,18,0.07673628,0.20835357,0.149587178,2059,0
Film & Video,10000,12700,TRUE,0.25,0.25,0.1,20,0.063170441,0.14382201,0.173619388,2517,0
Design,15000,8522,FALSE,0.117647059,0.176470588,0,17,0.09010989,0.103296703,0.125274725,455,0
Technology,10000,3048,FALSE,0.052631579,0.210526316,0.263157895,19,0.085365854,0.178861789,0.178861789,246,1
Publishing,4800,875,FALSE,0.083333333,0.083333333,0.333333333,12,0.099173554,0.17768595,0.185950413,242,1
