category,goal,pledged,funded,blurb_adj,blurb_noun,blurb_verb,blurb_total,full_adj,full_noun,full_verb,full_total,train
Technology,50000,50254.11,TRUE,0.142857143,0.428571429,0.071428571,14,0.053030303,0.121212121,0.119318182,528,1
Publishing,2500,1360,FALSE,0.052631579,0.052631579,0.105263158,19,0.088992974,0.231850117,0.133489461,427,1
Music,8000,9675,TRUE,0,0.142857143,0.142857143,7,0.046099291,0.163120567,0.212765957,282,0
Crafts,1500,1560,TRUE,0,0.3,0.3,10,0.107462687,0.137313433,0.191044776,335,0
Art,1800,0,FALSE,0,0,0.045454545,22,0,0.028985507,0.072463768,69,1
Games,33300,306,FALSE,0,0.444444444,0.111111111,9,0.086253369,0.230458221,0.141509434,742,1
Film & Video,58200,2500,FALSE,0.047619048,0.142857143,0.047619048,21,0.055374593,0.184581976,0.128121607,921,1
Crafts,500,695,TRUE,0.05,0.05,0.25,20,0.073076923,0.161538462,0.192307692,260,1
Publishing,500,40,FALSE,0.111111111,0.555555556,0,9,0,0.25,0,8,1
Crafts,500,1787.26,TRUE,0,0.294117647,0.117647059,17,0.053022269,0.128313892,0.205726405,943,1
Publishing,8500,6271,FALSE,0.142857143,0.142857143,0.071428571,14,0.088036117,0.167042889,0.137697517,443,1
Dance,21000,0,FALSE,0.038461538,0.230769231,0.115384615,26,0.037735849,0.150943396,0.179245283,106,0
Publishing,3000,6538,TRUE,0,0.181818182,0.136363636,22,0.069767442,0.15503876,0.145348837,516,1
Food,200000,0,FALSE,0.2,0.3,0.1,20,0.090517241,0.174568966,0.170258621,464,1
Publishing,5500,2,FALSE,0.176470588,0.176470588,0,17,0.090225564,0.172932331,0.157894737,133,0
Crafts,100,0,FALSE,0.095238095,0.142857143,0.095238095,21,0.097960993,0.18927305,0.148492908,2256,0
Games,25000,0,FALSE,0.083333333,0.208333333,0.125,24,0.082758621,0.186206897,0.193103448,145,1
Music,1500,2962,TRUE,0.166666667,0.083333333,0.166666667,24,0.100746269,0.100746269,0.194029851,268,0
Design,120400,3525,FALSE,0,0.210526316,0.157894737,19,0.074858757,0.200564972,0.117231638,708,1
Technology,1000,346,FALSE,0.076923077,0.115384615,0.230769231,26,0.095447871,0.15712188,0.155653451,681,0
Photography,550,220,FALSE,0,0.1,0.1,20,0.098265896,0.179190751,0.179190751,173,0
Photography,300,0,FALSE,0.076923077,0.230769231,0.076923077,13,0.054545455,0.157575758,0.175757576,165,1
Film & Video,20000,11,FALSE,0.041666667,0.083333333,0.208333333,24,0.060941828,0.166204986,0.16066482,361,1
Film & Video,30000,7550,FALSE,0.133333333,0.133333333,0.266666667,15,0.066176471,0.161764706,0.178921569,408,0
Fashion,10000,20046,TRUE,0.05,0.25,0.1,20,0.078504673,0.157009346,0.145794393,535,1
Art,6000,6525,TRUE,0.157894737,0.263157895,0.052631579,19,0.069481091,0.204925242,0.145998241,1137,0
Crafts,300,0,FALSE,0.111111111,0.074074074,0.222222222,27,0.083333333,0.041666667,0.208333333,48,1
Publishing,7500,8870,TRUE,0.052631579,0.157894737,0.315789474,19,0.118134715,0.10880829,0.133678756,965,0
Film & Video,2500,2,FALSE,0,0.272727273,0.227272727,22,0.062256809,0.186770428,0.159533074,257,0
Music,150000,150188.02,TRUE,0.066666667,0.066666667,0.066666667,15,0.034696406,0.152416357,0.199504337,807,0
Food,8000,0,FALSE,0.095238095,0.19047619,0.095238095,21,0.11026616,0.144486692,0.152091255,263,0
Technology,500,7509.19,TRUE,0.052631579,0.210526316,0.210526316,19,0.061937533,0.141344627,0.165696136,1889,1
Games,1000,576,FALSE,0.1,0,0,10,0.057038835,0.128640777,0.143203883,824,1
Games,5000,35,FALSE,0.043478261,0.260869565,0.217391304,23,0.047149123,0.188596491,0.197368421,912,0
Technology,9000,0,FALSE,0,0.111111111,0.277777778,18,0.049019608,0.156862745,0.259803922,204,1
Film & Video,1500,0,FALSE,0.041666667,0.25,0.208333333,24,0.06,0.11,0.17,100,0
Art,5000,0,FALSE,0.045454545,0.090909091,0.318181818,22,0.068181818,0.2,0.172727273,220,1
Photography,2200,25,FALSE,0.107142857,0.107142857,0.142857143,28,0.033333333,0.1,0.166666667,60,1
Food,20000,0,FALSE,0.05,0.3,0.15,20,0.050847458,0.203389831,0.152542373,118,1
Food,150000,207,FALSE,0,0,0,1,0.088693957,0.14619883,0.182261209,1026,1
Design,15000,3040,FALSE,0,0.142857143,0.238095238,21,0.058914729,0.173643411,0.181395349,645,1
Art,5600,5600.33,TRUE,0.047619048,0.142857143,0.095238095,21,0.063563115,0.165622202,0.166517457,1117,1
Art,1500,20,FALSE,0,0.3,0,10,0.076086957,0.184782609,0.173913043,92,0
Film & Video,10000,11617.24,TRUE,0.157894737,0.105263158,0.210526316,19,0.083140878,0.163972286,0.150115473,866,0
Food,38000,39232,TRUE,0.052631579,0.368421053,0.105263158,19,0.053571429,0.145604396,0.199175824,728,1
Comics,10000,36676.99,TRUE,0.038461538,0.076923077,0.230769231,26,0.069790628,0.14556331,0.151545364,1003,1
Games,2000,20,FALSE,0.052631579,0.105263158,0.052631579,19,0.097560976,0.195121951,0.182926829,82,1
Publishing,1000,0,FALSE,0.043478261,0.043478261,0.173913043,23,0.060183166,0.150457915,0.168338421,2293,1
Photography,2500,3385,TRUE,0.1,0.2,0.2,20,0.06459144,0.129961089,0.105058366,1285,1
Food,3850,360,FALSE,0.15,0.15,0.1,20,0.068285281,0.174506829,0.182094082,1318,0
Food,5000,120,FALSE,0.142857143,0.238095238,0.19047619,21,0.044843049,0.147982063,0.215246637,223,1
Technology,6000,50,FALSE,0.043478261,0.217391304,0.260869565,23,0.082397004,0.176029963,0.172284644,267,1
Technology,250000,1010,FALSE,0.090909091,0.181818182,0.181818182,22,0.018181818,0.166666667,0.193939394,330,0
Publishing,2000,140,FALSE,0.090909091,0.181818182,0.136363636,22,0.044198895,0.154696133,0.179558011,362,0
Fashion,3000,3083,TRUE,0.105263158,0.210526316,0.157894737,19,0.093366093,0.154791155,0.186732187,407,0
Film & Video,5000,300,FALSE,0,0.12,0.2,25,0.104895105,0.206293706,0.164335664,286,0
Games,15000,4396.5,FALSE,0.083333333,0.166666667,0.125,24,0.07266436,0.14071511,0.152249135,867,0
Technology,27000,37806,TRUE,0.19047619,0.142857143,0.142857143,21,0.090909091,0.167832168,0.171328671,286,1
Food,500,1,FALSE,0.125,0.166666667,0.166666667,24,0.08,0.1,0.2,50,1
Film & Video,40000,56040.62,TRUE,0.095238095,0.333333333,0.047619048,21,0.082304527,0.191358025,0.166666667,486,0
Art,20000,7448,FALSE,0.05,0.2,0.25,20,0.084841629,0.164027149,0.169683258,884,0
Food,2000,32,FALSE,0.086956522,0.217391304,0.260869565,23,0.086206897,0.212643678,0.16091954,174,1
Theater,5000,5440,TRUE,0.045454545,0.181818182,0.045454545,22,0.079931973,0.153911565,0.142857143,1176,1
Games,15000,16854.94,TRUE,0.090909091,0.090909091,0.045454545,22,0.093667546,0.131926121,0.175461741,758,1
Food,40000,12153,FALSE,0.125,0.25,0.125,8,0.04556962,0.174683544,0.217721519,395,0
Design,5000,5470,TRUE,0.05,0.25,0.05,20,0.102514507,0.154738878,0.147001934,517,1
Film & Video,100000,638471.96,TRUE,0.045454545,0.181818182,0.045454545,22,0.048873982,0.121226641,0.150455199,2087,1
Publishing,13712,587,FALSE,0.130434783,0.173913043,0.130434783,23,0.07989228,0.179533214,0.156193896,1114,0
Technology,250000,0,FALSE,0.111111111,0.277777778,0.055555556,18,0.042372881,0.313559322,0.177966102,118,0
Photography,5000,7065,TRUE,0,0.05,0.4,20,0.051470588,0.138480392,0.149509804,816,1
Food,3000,6177,TRUE,0.055555556,0.222222222,0.111111111,18,0.076388889,0.166666667,0.166666667,144,1
Design,6000,1204,FALSE,0,0.315789474,0.105263158,19,0.064935065,0.174025974,0.184415584,385,1
Games,500000,25,FALSE,0.095238095,0.19047619,0.095238095,21,0.046511628,0.131782946,0.19379845,129,0
Design,15000,1692,FALSE,0.043478261,0.130434783,0.130434783,23,0.098765432,0.166666667,0.191358025,162,0
Dance,5000,5600,TRUE,0,0.35,0.1,20,0.091210614,0.169154229,0.135986733,603,0
Comics,3000,46,FALSE,0.2,0.35,0.05,20,0.069892473,0.134408602,0.14516129,186,1
Music,10000,10729.36,TRUE,0.130434783,0,0.130434783,23,0.084444444,0.147777778,0.128888889,900,0
Design,50000,0,FALSE,0.045454545,0.227272727,0.227272727,22,0.087557604,0.175115207,0.193548387,217,0
Crafts,500,1008,TRUE,0.090909091,0.136363636,0.272727273,22,0.094017094,0.136752137,0.162393162,351,0
Film & Video,25000,40,FALSE,0.095238095,0.095238095,0.19047619,21,0.041176471,0.170588235,0.182352941,170,0
Games,5000,8671.69,TRUE,0.142857143,0.238095238,0.142857143,21,0.061894109,0.137211037,0.111111111,1341,1
Film & Video,500,55,FALSE,0.047619048,0.238095238,0.142857143,21,0.07960199,0.174129353,0.154228856,201,0
Art,500,160,FALSE,0,0,0.3,10,0.100719424,0.205035971,0.176258993,278,0
Music,10000,22580,TRUE,0.210526316,0.157894737,0.105263158,19,0.071216617,0.118694362,0.106824926,337,0
Music,1800,20,FALSE,0.086956522,0.260869565,0.217391304,23,0.097560976,0.048780488,0.195121951,41,1
Film & Video,115000,11565,FALSE,0.047619048,0.238095238,0.095238095,21,0.053949904,0.138728324,0.159922929,519,0
Technology,35000,0,FALSE,0.181818182,0.181818182,0.181818182,22,0.073634204,0.144893112,0.209026128,421,1
Design,20000,38902.19,TRUE,0.1,0.3,0.2,20,0.03030303,0.090909091,0.090909091,33,1
Publishing,3000,3257,TRUE,0.05,0.35,0,20,0.096267191,0.166011788,0.145383104,1018,1
Publishing,1200,4748,TRUE,0,0.181818182,0.181818182,11,0.068276436,0.151540383,0.148209825,1201,1
Food,15000,0,FALSE,0.1875,0.375,0,16,0.090534979,0.218106996,0.144032922,243,0
Publishing,20000,56,FALSE,0.130434783,0.130434783,0.086956522,23,0.077092511,0.127753304,0.178414097,454,0
Technology,120000,636,FALSE,0.25,0.375,0,16,0.111111111,0.199430199,0.179487179,351,1
Comics,3000,5581,TRUE,0.142857143,0.142857143,0.047619048,21,0.073561544,0.128186453,0.14420976,1373,0
Photography,17000,5,FALSE,0.25,0.25,0,8,0.105263158,0.157894737,0.105263158,19,0
Art,850,10,FALSE,0,0.041666667,0.25,24,0.072727273,0.109090909,0.193939394,165,1
Design,15000,19204,TRUE,0.210526316,0.315789474,0.210526316,19,0.109489051,0.150851582,0.165450122,411,0
Design,785000,1676,FALSE,0.117647059,0.235294118,0.058823529,17,0.064030132,0.13747646,0.165725047,531,1
Fashion,7000,118,FALSE,0.045454545,0.272727273,0.090909091,22,0.06867846,0.154006243,0.172736733,961,0
Games,20000,92,FALSE,0,0.272727273,0.136363636,22,0.11013986,0.162587413,0.174825175,572,0
Comics,2000,580,FALSE,0,0.066666667,0.233333333,30,0.077720207,0.155440415,0.176165803,193,0
Crafts,1800,1,FALSE,0.04,0.24,0.2,25,0.066666667,0.233333333,0.166666667,120,0
Food,35000,13405,FALSE,0.090909091,0.136363636,0.090909091,22,0.100893997,0.195402299,0.159642401,783,0
Film & Video,35000,51,FALSE,0.095238095,0.285714286,0.095238095,21,0.046948357,0.215962441,0.164319249,213,1
Film & Video,100000,350,FALSE,0.15,0.1,0.05,20,0.05952381,0.142857143,0.123015873,504,0
Publishing,3000,453,FALSE,0.076923077,0.230769231,0.230769231,26,0.049180328,0.12704918,0.213114754,244,0
Film & Video,6500,2,FALSE,0,0.083333333,0.166666667,24,0.051437216,0.131618759,0.205748865,661,0
Art,1800,1859.7,TRUE,0.105263158,0.368421053,0.105263158,19,0.069892473,0.247311828,0.11827957,186,1
Design,28000,486,FALSE,0.15,0.15,0.05,20,0.099074074,0.192592593,0.157407407,1080,0
Journalism,2000,260,FALSE,0.1,0.3,0.1,10,0.088709677,0.161290323,0.169354839,124,0
Fashion,8000,315,FALSE,0,0,0,5,0.10951239,0.229416467,0.167066347,1251,1
Food,20000,10,FALSE,0,0.2,0.24,25,0.064705882,0.182352941,0.150980392,510,1
Music,1500,1550,TRUE,0.333333333,0.266666667,0.133333333,15,0.069204152,0.178200692,0.19550173,578,0
Film & Video,20000,0,FALSE,0.090909091,0.227272727,0.090909091,22,0.081761006,0.151991614,0.163522013,954,0
Music,12000,14000,TRUE,0.045454545,0.090909091,0.181818182,22,0.058116232,0.094188377,0.182364729,499,1
Technology,370000,13293,FALSE,0,0.142857143,0.142857143,14,0.063829787,0.156028369,0.17325228,987,1
Crafts,18100,4635,FALSE,0.095238095,0.285714286,0.19047619,21,0.07918552,0.176470588,0.192307692,442,1
Film & Video,16000,570,FALSE,0.230769231,0,0.230769231,13,0.110119048,0.141369048,0.171130952,672,0
Technology,23000,1421.01,FALSE,0.166666667,0.111111111,0.222222222,18,0.091753775,0.152148664,0.169570267,861,0
Film & Video,1000,26,FALSE,0.1,0.25,0.15,20,0.08778626,0.129770992,0.171755725,262,1
Crafts,500,1367,TRUE,0.095238095,0.095238095,0.238095238,21,0.083544304,0.181012658,0.179746835,790,0
Food,7700,145,FALSE,0.217391304,0.260869565,0.043478261,23,0.086805556,0.173611111,0.177083333,288,0
Technology,8000,1036,FALSE,0.1,0.15,0.15,20,0.058238636,0.146306818,0.176136364,704,1
Crafts,2000,95,FALSE,0.071428571,0.071428571,0.285714286,14,0.067567568,0.202702703,0.216216216,74,0
Technology,30000,2470,FALSE,0.05,0.2,0.2,20,0.06016178,0.176440849,0.197674419,1978,1
Film & Video,6000,20,FALSE,0.1,0.4,0.05,20,0.075862069,0.182068966,0.137931034,725,1
Games,2500,3056,TRUE,0.043478261,0.043478261,0.260869565,23,0.050925926,0.143518519,0.231481481,216,0
Food,5000,5141,TRUE,0.125,0.375,0.125,8,0.054054054,0.195195195,0.141141141,333,1
Games,3500,4333,TRUE,0.045454545,0.181818182,0.136363636,22,0.054644809,0.153005464,0.18579235,183,0
Technology,20000,125,FALSE,0.038461538,0.192307692,0.038461538,26,0.057894737,0.115789474,0.178947368,380,1
Publishing,1500,0,FALSE,0.043478261,0.086956522,0.086956522,23,0.072115385,0.163461538,0.177884615,208,1
Games,4500,1144,FALSE,0,0.125,0.125,8,0.090909091,0.145218418,0.205430933,847,0
Publishing,3500,25,FALSE,0.210526316,0.210526316,0.105263158,19,0.098684211,0.157894737,0.192434211,608,0
Food,30000,20,FALSE,0,0.181818182,0.090909091,11,0.078431373,0.196078431,0.215686275,102,1
Film & Video,15000,253,FALSE,0.052631579,0.052631579,0.157894737,19,0.059891107,0.163339383,0.161524501,551,0
Art,1000,1075,TRUE,0,0.095238095,0.142857143,21,0.088105727,0.136563877,0.167400881,227,1
Film & Video,25000,378,FALSE,0.043478261,0.260869565,0.086956522,23,0.073546856,0.145907473,0.122182681,1686,1
Design,8000,10037,TRUE,0.285714286,0.428571429,0,7,0.089285714,0.165178571,0.165178571,224,1
Publishing,1100,1284,TRUE,0.047619048,0.047619048,0.095238095,21,0.079478055,0.160142349,0.139976275,843,1
Games,5000,5106,TRUE,0.090909091,0.181818182,0.045454545,22,0.077586207,0.195812808,0.136699507,812,0
Technology,5500,0,FALSE,0.235294118,0.176470588,0.117647059,17,0.087640449,0.173033708,0.146067416,445,1
Food,575,600,TRUE,0.05,0.05,0.2,20,0.04040404,0.161616162,0.202020202,198,1
Theater,25000,300,FALSE,0.166666667,0.111111111,0.111111111,18,0.089583333,0.20625,0.135416667,480,0
Art,3500,15870,TRUE,0.090909091,0.181818182,0.045454545,22,0.081180812,0.173431734,0.166051661,542,1
Fashion,25000,25766,TRUE,0.238095238,0.095238095,0.095238095,21,0.101604278,0.193404635,0.177361854,1122,1
Technology,2500,0,FALSE,0.086956522,0.043478261,0.130434783,23,0.089686099,0.161434978,0.134529148,223,0
Design,25000,2298,FALSE,0,0.3,0.1,10,0.082942097,0.190923318,0.161189358,639,0
Music,10000,10230.59,TRUE,0.047619048,0.285714286,0.285714286,21,0.065671642,0.146268657,0.205970149,335,0
Fashion,28,50,TRUE,0.166666667,0.166666667,0.111111111,18,0.030927835,0.164948454,0.18556701,97,0
Design,86000,3125,FALSE,0,0.05,0.25,20,0.075471698,0.213836478,0.187106918,636,1
Crafts,125,0,FALSE,0.2,0.2,0.133333333,15,0.052173913,0.165217391,0.226086957,115,0
Technology,500,25,FALSE,0.105263158,0.210526316,0.157894737,19,0.06185567,0.175257732,0.18556701,291,1
Film & Video,8300,8824.36,TRUE,0.130434783,0.260869565,0.043478261,23,0.077057793,0.168126095,0.182136602,571,0
Photography,1523,0,FALSE,0.058823529,0.176470588,0.058823529,17,0.068571429,0.12,0.165714286,175,1
Film & Video,5000,75,FALSE,0.117647059,0.352941176,0.117647059,17,0.07079646,0.17699115,0.14159292,113,0
Film & Video,3000,0,FALSE,0.045454545,0.181818182,0.090909091,22,0.078179697,0.157526254,0.161026838,857,1
Music,15000,400,FALSE,0.076923077,0.115384615,0.230769231,26,0.062937063,0.132867133,0.202797203,143,0
Film & Video,10000,4420,FALSE,0.083333333,0.333333333,0.083333333,12,0.08216971,0.170247046,0.126208378,1862,0
Fashion,7500,525,FALSE,0.047619048,0.285714286,0.238095238,21,0.077348066,0.226519337,0.171270718,181,1
Art,9000,6769,FALSE,0.157894737,0.052631579,0.052631579,19,0.069382559,0.138128581,0.179503501,1571,0
Food,50,0,FALSE,0.035714286,0.071428571,0.285714286,28,0.078125,0.09375,0.25,64,0
Music,5000,1235,FALSE,0.045454545,0.363636364,0.090909091,22,0.05511811,0.118110236,0.102362205,127,0
Film & Video,45000,1073,FALSE,0,0.444444444,0.055555556,18,0.077071291,0.159922929,0.171483622,519,0
Art,110000,0,FALSE,0,0.15,0.25,20,0.090909091,0.104895105,0.195804196,143,1
Publishing,25000,44945,TRUE,0.086956522,0.173913043,0.173913043,23,0.082429501,0.140997831,0.182212581,461,1
Film & Video,21000,3852,FALSE,0.043478261,0.217391304,0.173913043,23,0.046224961,0.175654854,0.184899846,649,1
Technology,1000000,1505366.6,TRUE,0.157894737,0.210526316,0.157894737,19,0.086783891,0.161089053,0.162223483,1763,0
Publishing,500,208,FALSE,0.214285714,0.428571429,0.071428571,14,0.1,0.166666667,0.138888889,180,0
Design,23000,798,FALSE,0.166666667,0.277777778,0.166666667,18,0.081803005,0.177796327,0.153589316,1198,1
Film & Video,350000,1775,FALSE,0.136363636,0.181818182,0.136363636,22,0.031746032,0.142857143,0.158730159,126,1
Technology,10000,12443.9,TRUE,0.105263158,0.263157895,0.157894737,19,0.067692308,0.167692308,0.173846154,650,0
Publishing,3777,282,FALSE,0.210526316,0.210526316,0.105263158,19,0.076115486,0.194225722,0.149606299,381,1
Games,6000,15,FALSE,0.111111111,0.166666667,0.166666667,18,0.060085837,0.145922747,0.188841202,233,0
Publishing,5000,1495,FALSE,0.210526316,0.105263158,0.210526316,19,0.08365019,0.161596958,0.19391635,526,0
Games,3500,2315,FALSE,0.05,0.2,0.2,20,0.042424242,0.142424242,0.178787879,330,1
Design,22000,3917,FALSE,0.352941176,0.294117647,0.117647059,17,0.090909091,0.181818182,0.272727273,11,1
Food,1500,100,FALSE,0.045454545,0.181818182,0.090909091,22,0.041615667,0.149326805,0.168910649,817,0
Photography,6500,6783,TRUE,0.066666667,0.2,0.133333333,15,0.058948864,0.149147727,0.175426136,1408,0
Games,6000,4917.77,FALSE,0.111111111,0.222222222,0,9,0.094007051,0.178613396,0.16333725,851,0
Technology,250000,0,FALSE,0,0.210526316,0.263157895,19,0.045714286,0.154285714,0.191428571,350,0
Film & Video,5000,800,FALSE,0.210526316,0.210526316,0.157894737,19,0.060693642,0.186416185,0.180635838,692,1
Film & Video,2500,1284,FALSE,0.111111111,0.222222222,0.111111111,18,0.04516129,0.193548387,0.251612903,155,0
Technology,2000,2256,TRUE,0.117647059,0.176470588,0.117647059,17,0.091280654,0.174386921,0.166893733,1468,1
Technology,15000,16049,TRUE,0.04,0.24,0.16,25,0.085727314,0.148654811,0.176470588,2193,1
Design,20000,115,FALSE,0,0.222222222,0.166666667,18,0.047619048,0.238095238,0.161172161,273,1
Publishing,16000,361,FALSE,0.285714286,0.071428571,0.214285714,14,0.085374907,0.151447661,0.145508537,1347,0
Art,12500,2705,FALSE,0.058823529,0.058823529,0.176470588,17,0.118371212,0.193181818,0.129734848,1056,0
Film & Video,25000,25,FALSE,0,0.25,0.083333333,12,0.087179487,0.143589744,0.158974359,195,1
Film & Video,8000,400,FALSE,0.117647059,0.117647059,0.176470588,17,0.079481641,0.244492441,0.130885529,2315,0
Film & Video,5000,6002,TRUE,0.076923077,0.384615385,0.076923077,13,0.061413673,0.169177289,0.190034762,863,0
Theater,2000,2245,TRUE,0.142857143,0.214285714,0.071428571,14,0.064212329,0.134417808,0.136986301,1168,0
Technology,5000,0,FALSE,0,0.15,0.15,20,0.088186356,0.168053245,0.176372712,601,1
Journalism,150,85,FALSE,0.181818182,0.136363636,0.090909091,22,0.038043478,0.152173913,0.173913043,184,0
Food,30000,0,FALSE,0.038461538,0.153846154,0.192307692,26,0.044164038,0.148264984,0.164037855,317,1
Technology,75000,2476,FALSE,0.08,0.2,0.2,25,0.08839779,0.124861878,0.177900552,905,1
Film & Video,15000,40,FALSE,0,0.391304348,0.130434783,23,0.052631579,0.242105263,0.147368421,190,1
Publishing,2500,0,FALSE,0.1,0.3,0.15,20,0.058219178,0.154109589,0.171232877,292,1
Technology,10000,58515,TRUE,0.166666667,0,0,6,0.073134328,0.182089552,0.164179104,670,1
Music,1750,1660,FALSE,0,0.307692308,0,13,0.082733813,0.165467626,0.118705036,278,1
Music,8000,0,FALSE,0.043478261,0.217391304,0.130434783,23,0.071005917,0.195266272,0.189349112,169,0
Technology,15000,0,FALSE,0.166666667,0.083333333,0.25,12,0.073529412,0.142156863,0.205882353,204,0
Dance,2500,805,FALSE,0.066666667,0.2,0.133333333,15,0.068062827,0.183246073,0.141361257,191,0
Art,500,0,FALSE,0,0.16,0.24,25,0,0.181818182,0.238636364,88,0
Music,16500,18764.12,TRUE,0.043478261,0.260869565,0.260869565,23,0.075342466,0.148401826,0.184931507,438,1
Food,10000,10406,TRUE,0.117647059,0.294117647,0,17,0.051020408,0.147959184,0.137755102,196,0
Publishing,3000,385,FALSE,0.1,0.15,0.2,20,0.088607595,0.189873418,0.151898734,158,1
Art,250,0,FALSE,0.12,0.2,0.16,25,0.068181818,0.159090909,0.068181818,44,0
Fashion,10000,3634,FALSE,0.090909091,0.227272727,0.090909091,22,0.07826087,0.197101449,0.153623188,345,0
Games,18000,450,FALSE,0.111111111,0.388888889,0.111111111,18,0.0678216,0.144489495,0.187615186,2713,1
Music,2500,1995,FALSE,0.12,0.12,0.2,25,0.081395349,0.178294574,0.166666667,258,1
Design,5500,4401,FALSE,0,0.1,0.2,20,0.066009105,0.182852807,0.184370258,1318,0
Film & Video,8000,8173,TRUE,0.095238095,0.285714286,0.095238095,21,0.059925094,0.155430712,0.179775281,534,0
Photography,8000,12001.5,TRUE,0.222222222,0.111111111,0.055555556,18,0.092737978,0.335132483,0.105495584,2038,0
Dance,6000,7940.87,TRUE,0.136363636,0.181818182,0.090909091,22,0.098958333,0.1484375,0.143229167,384,1
Music,1000,1586,TRUE,0.052631579,0.157894737,0,19,0.048879837,0.138492872,0.154786151,491,0
Food,50000,3343,FALSE,0.222222222,0.333333333,0.055555556,18,0.100705581,0.209108403,0.151379089,1559,0
Music,20000,0,FALSE,0.230769231,0.230769231,0.076923077,13,0.085427136,0.175879397,0.16080402,199,0
Games,6000,4981,FALSE,0.071428571,0.285714286,0.071428571,14,0.06640625,0.15625,0.20703125,256,1
Crafts,350,31,FALSE,0.2,0.24,0.04,25,0.1015625,0.109375,0.1953125,128,1
Technology,250000,925,FALSE,0,0.272727273,0.272727273,22,0.042553191,0.223404255,0.196808511,188,0
Music,1000,0,FALSE,0.04,0.08,0.28,25,0.086956522,0.167701863,0.173913043,161,0
Art,6000,120,FALSE,0.105263158,0.157894737,0.210526316,19,0.077117573,0.18204804,0.149178255,791,1
Art,25000,16,FALSE,0,0,0.111111111,9,0.066766692,0.146286572,0.204051013,1333,0
Games,20000,6626,FALSE,0.1,0.4,0.1,10,0.057017544,0.236842105,0.175438596,228,1
Art,7000,1100,FALSE,0.05,0.15,0.05,20,0.068322981,0.173913043,0.111801242,161,0
Technology,20000,22,FALSE,0,0.166666667,0.222222222,18,0.05775076,0.145896657,0.191489362,329,1
Technology,5000,232826,TRUE,0.052631579,0.263157895,0.105263158,19,0.122340426,0.209219858,0.140070922,564,1
Crafts,3500,70,FALSE,0.173913043,0.217391304,0.086956522,23,0.1,0.173333333,0.156666667,300,1
Games,130000,238498.97,TRUE,0,0,0,10,0.075032342,0.147477361,0.166882277,1546,0
Film & Video,25000,0,FALSE,0.0625,0,0.125,16,0.095022624,0.201357466,0.113122172,442,0
Film & Video,7000,7228,TRUE,0.117647059,0.352941176,0.117647059,17,0.0625,0.167279412,0.148897059,544,1
Music,8000,2380,FALSE,0.043478261,0.217391304,0.173913043,23,0.081395349,0.139534884,0.186046512,86,0
Technology,3000,0,FALSE,0.068965517,0.034482759,0.206896552,29,0.049865229,0.138814016,0.192722372,742,0
Art,1000,570,FALSE,0.083333333,0.166666667,0.083333333,24,0.085987261,0.175159236,0.117834395,314,1
Food,13000,550,FALSE,0.115384615,0.115384615,0.192307692,26,0.076850984,0.159325211,0.138706654,1067,0
Publishing,10000,3,FALSE,0.095238095,0.238095238,0.047619048,21,0.096491228,0.127192982,0.153508772,228,1
Food,1200,0,FALSE,0,0.111111111,0.222222222,18,0.107033639,0.128440367,0.174311927,327,1
Crafts,12000,9479.5,FALSE,0.25,0.25,0.1,20,0.087227414,0.185358255,0.182242991,642,0
Games,40000,57111.42,TRUE,0.047619048,0.095238095,0.142857143,21,0.089108911,0.135643564,0.161386139,1010,0
Technology,50000,3599,FALSE,0,0.0625,0.3125,16,0.055776892,0.15936255,0.211155378,251,0
Comics,8000,9798,TRUE,0.176470588,0.058823529,0.058823529,17,0.091080402,0.131909548,0.132537688,1592,1
Photography,50,0,FALSE,0.04,0.24,0.2,25,0.077380952,0.154761905,0.160714286,168,1
Music,3500,1325,FALSE,0.034482759,0.137931034,0.206896552,29,0.056179775,0.153558052,0.209737828,267,0
Film & Video,72000,0,FALSE,0.272727273,0.136363636,0.090909091,22,0.104972376,0.132596685,0.149171271,181,1
Publishing,500,893,TRUE,0.222222222,0.166666667,0.166666667,18,0.064971751,0.15819209,0.124293785,354,0
Music,3000,0,FALSE,0.066666667,0.066666667,0.333333333,15,0.080291971,0.211678832,0.197080292,137,0
Publishing,31,342,TRUE,0.117647059,0.235294118,0.058823529,17,0.061503417,0.16856492,0.141230068,439,1
Art,5000,5220.57,TRUE,0.2,0.333333333,0.133333333,15,0.101156069,0.144508671,0.121387283,346,1
Games,25000,1896,FALSE,0.083333333,0.291666667,0.166666667,24,0.053816794,0.151908397,0.191221374,2620,1
Publishing,632,0,FALSE,0.055555556,0.111111111,0.166666667,18,0.073170732,0.195121951,0.219512195,164,0
Publishing,6000,9145,TRUE,0.222222222,0.222222222,0.055555556,18,0.059796438,0.143129771,0.134860051,1572,1
Games,10000,2978,FALSE,0.047619048,0.238095238,0.19047619,21,0.11406518,0.194682676,0.129502573,1166,0
Fashion,12000,13329,TRUE,0.090909091,0.181818182,0.090909091,22,0.075571178,0.165202109,0.119507909,569,0
Music,5000,5121,TRUE,0.153846154,0.153846154,0.153846154,13,0.044164038,0.104100946,0.19873817,317,1
Fashion,18000,4858,FALSE,0.055555556,0.444444444,0.055555556,18,0.082142857,0.139285714,0.16875,1120,0
Food,700,725,TRUE,0.052631579,0.315789474,0.210526316,19,0.046583851,0.195652174,0.145962733,322,0
